account_id,username_length,username_digit_ratio,has_profile_pic,bio_length,has_external_url,is_private,followers_count,following_count,follower_following_ratio,posts_count,avg_likes_per_post,avg_comments_per_post,posting_freq_per_week,account_age_days,engagement_rate,night_activity_ratio,graph_degree,clustering_coefficient,betweenness_centrality,is_fake
acc_2456,16,0.5,0,8,0,1,1,329,0.003,2,2.82,0.14,1.27,41,1.0,0.876,9,0.0,0.000347,1
acc_2457,16,0.679,0,9,0,1,4,511,0.008,2,1.29,0.1,0.73,92,0.3491,0.495,14,0.011,0.000281,1
acc_2458,4,0.03,1,16,0,0,275,130,2.115,44,0.06,6.81,2.04,2897,0.025,0.069,3,0.0,2.2e-05,0
acc_2459,9,0.66,1,3,0,0,17,4059,0.004,1,3.46,0.16,0.29,105,0.2131,0.413,9,0.0,8.2e-05,1
acc_2460,10,0.189,1,85,0,0,482,78,6.179,47,37.09,0.44,1.08,472,0.0779,0.114,3,0.0,1.3e-05,0
acc_2461,4,0.174,1,144,0,0,1375,1078,1.276,38,4.35,7.9,3.19,1178,0.0089,0.304,3,0.0,1.9e-05,0
acc_2462,14,0.092,1,89,0,1,55,112,0.491,49,1.7,17.43,3.58,1893,0.3478,0.078,3,0.0,2.8e-05,0
acc_2463,4,0.079,1,96,1,1,240,199,1.206,41,36.16,2.83,3.02,421,0.1625,0.345,4,0.0,9.4e-05,0
acc_2464,13,0.549,1,7,0,0,10,202,0.05,1,1.0,0.14,0.89,167,0.1138,0.868,10,0.0,0.000213,1
acc_2465,13,0.075,1,87,1,0,268,422,0.635,37,25.69,0.11,1.53,893,0.0963,0.217,6,0.0,0.000213,0
acc_2466,4,0.186,1,140,1,0,48,69,0.696,43,13.48,6.02,0.73,954,0.4063,0.12,4,0.0,8.3e-05,0
acc_2467,7,0.021,1,14,0,0,1226,53,23.132,36,41.39,0.01,5.45,2151,0.0338,0.124,3,0.0,2.3e-05,0
acc_2468,5,0.016,1,47,0,0,662,210,3.152,34,12.29,4.4,2.39,1889,0.0252,0.257,5,0.0,8e-05,0
acc_2469,12,0.039,1,14,0,1,229,75,3.053,44,7.7,8.2,10.08,1050,0.0694,0.313,4,0.0,5.4e-05,0
acc_2470,4,0.081,1,90,0,0,92,71,1.296,37,7.14,3.73,1.25,2557,0.1182,0.123,3,0.0,5.8e-05,0
acc_2471,12,0.351,1,4,1,1,60,1349,0.044,3,11.11,0.12,0.05,110,0.1872,0.539,15,0.0286,0.000261,1
acc_2472,14,0.107,1,12,1,1,677,3112,0.218,45,60.53,1.33,3.74,556,0.0914,0.073,4,0.0,6.4e-05,0
acc_2473,12,0.118,1,108,0,0,593,93,6.376,41,47.18,2.75,1.58,1671,0.0842,0.057,7,0.0476,8.2e-05,0
acc_2474,10,0.191,1,65,1,0,602,49,12.286,53,86.88,10.11,0.04,272,0.1611,0.345,4,0.0,7.5e-05,0
acc_2475,9,0.008,1,46,1,0,10099,436,23.163,51,218.55,4.76,8.96,1668,0.0221,0.103,5,0.0,0.000195,0
acc_2476,11,0.015,1,100,1,0,617,62,9.952,48,17.06,16.43,3.41,2461,0.0543,0.193,3,0.0,1.8e-05,0
acc_2477,8,0.733,0,3,0,1,8,581,0.014,2,0.4,0.69,0.05,118,0.1361,0.62,16,0.0083,0.001196,1
acc_2478,10,0.043,1,18,0,1,1025,110,9.318,43,31.39,0.53,0.51,1575,0.0311,0.054,3,0.0,1.5e-05,0
acc_2479,8,0.137,1,93,1,0,5,196,0.026,55,37.09,4.23,1.45,246,1.0,0.122,6,0.0,0.000982,0
acc_2480,11,0.139,1,18,0,1,23,24,0.958,35,7.41,1.14,7.5,2375,0.3717,0.207,6,0.0,0.000761,0
acc_2481,7,0.181,1,106,0,0,288,328,0.878,35,10.36,3.22,2.14,2744,0.0471,0.113,5,0.0,0.001453,0
acc_2482,13,0.061,1,101,0,1,3178,265,11.992,37,25.0,8.52,0.13,601,0.0105,0.125,7,0.0,0.000188,0
acc_2483,14,0.146,1,137,0,0,422,212,1.991,42,12.56,8.84,1.64,498,0.0507,0.261,3,0.0,1.6e-05,0
acc_2484,17,0.606,0,14,0,1,79,821,0.096,2,5.94,0.05,0.25,81,0.0758,0.721,15,0.0,0.000343,1
acc_2485,12,0.052,1,108,1,0,599,48,12.479,43,24.6,4.24,2.73,2594,0.0482,0.327,8,0.0,0.00042,0
acc_2486,9,0.083,1,52,0,1,165,36,4.583,38,65.94,5.8,8.66,1525,0.4348,0.254,4,0.0,3.1e-05,0
acc_2487,9,0.09,1,149,0,1,1824,58,31.448,48,38.52,7.25,1.3,828,0.0251,0.287,4,0.0,3.1e-05,0
acc_2488,10,0.11,1,115,0,0,380,39,9.744,41,93.91,7.51,5.74,1664,0.2669,0.19,3,0.0,5.7e-05,0
acc_2489,12,0.689,1,7,0,1,186,1241,0.15,7,3.28,1.05,0.47,76,0.0233,0.433,12,0.0,0.00026,1
acc_2490,17,0.417,0,10,0,1,59,478,0.123,2,2.12,0.25,0.06,168,0.0402,0.589,12,0.0455,0.000843,1
acc_2491,8,0.547,1,8,1,1,34,754,0.045,1,18.24,0.22,1.2,49,0.5429,0.602,11,0.0182,0.000273,1
acc_2492,10,0.133,1,98,0,0,357,116,3.078,37,11.37,12.84,3.57,1194,0.0678,0.134,4,0.0,1.7e-05,0
acc_2493,8,0.136,1,106,1,1,68,166,0.41,45,4.05,1.26,3.44,2882,0.0781,0.186,4,0.0,0.000168,0
acc_2494,4,0.191,1,96,0,0,22,47,0.468,40,12.51,6.03,1.73,393,0.8427,0.204,3,0.0,0.000149,0
acc_2495,13,0.111,1,27,1,1,90,23,3.913,39,43.41,3.79,1.26,2352,0.5245,0.073,3,0.0,2.4e-05,0
acc_2496,5,0.029,1,39,1,0,154,174,0.885,41,7.12,0.96,0.27,2470,0.0524,0.263,3,0.3333,6.5e-05,0
acc_2497,10,0.167,1,132,0,1,367,209,1.756,41,16.88,0.04,0.08,2257,0.0461,0.118,3,0.0,0.000134,0
acc_2498,10,0.188,1,120,1,0,392,36,10.889,45,28.31,11.98,0.17,459,0.1028,0.263,4,0.0,3.3e-05,0
acc_2499,12,0.075,1,23,1,1,185,39,4.744,49,197.41,3.87,1.43,1773,1.0,0.158,4,0.0,0.0009,0
acc_2500,12,0.185,1,55,0,1,806,68,11.853,34,66.46,5.54,14.49,432,0.0893,0.141,3,0.0,2.3e-05,0
acc_2501,12,0.111,1,122,0,1,2052,65,31.569,34,50.12,0.05,10.38,1078,0.0244,0.32,4,0.1667,0.000127,0
acc_2502,8,0.531,0,13,0,0,37,840,0.044,3,0.81,0.56,0.08,161,0.0372,0.754,10,0.0,0.000127,1
acc_2503,6,0.049,1,118,0,0,45,253,0.178,35,44.86,2.12,3.6,1500,1.0,0.074,6,0.0,0.000111,0
acc_2504,9,0.047,1,110,0,1,307,201,1.527,41,67.15,7.48,0.58,1275,0.2431,0.205,4,0.1667,2.1e-05,0
acc_2505,19,0.614,0,5,0,1,82,3099,0.026,2,8.21,0.77,1.89,37,0.1095,0.527,6,0.0,0.000292,1
acc_2506,12,0.174,0,114,1,0,69,57,1.211,42,0.12,0.76,6.43,1418,0.0127,0.308,3,0.0,8.2e-05,0
acc_2507,15,0.528,1,3,1,1,50,2182,0.023,6,0.32,0.19,0.18,180,0.0102,0.463,10,0.0,0.000547,1
acc_2508,12,0.03,0,113,0,1,137,241,0.568,46,7.77,2.56,1.87,1390,0.0754,0.114,9,0.0,0.001063,0
acc_2509,6,0.046,1,120,1,1,1383,100,13.83,42,151.94,2.7,4.62,2015,0.1118,0.169,6,0.0,5e-05,0
acc_2510,4,0.112,1,14,0,0,158,64,2.469,38,71.95,3.45,1.58,2442,0.4772,0.314,3,0.0,5e-06,0
acc_2511,4,0.061,1,37,0,0,9,169,0.053,48,7.09,6.64,1.92,2207,1.0,0.1,4,0.0,1.3e-05,0
acc_2512,6,0.068,1,65,0,0,761,203,3.749,46,1.53,0.77,3.15,1640,0.003,0.102,3,0.0,6.1e-05,0
acc_2513,9,0.14,1,25,0,1,1141,622,1.834,56,17.92,0.98,0.47,404,0.0166,0.155,3,0.3333,1e-05,0
acc_2514,13,0.505,1,1,0,1,34,786,0.043,2,0.15,0.55,1.08,190,0.0207,0.555,10,0.0222,0.000198,1
acc_2515,8,0.187,1,71,0,1,177,364,0.486,36,8.25,0.27,6.52,1251,0.0481,0.217,3,0.0,1e-05,0
acc_2516,10,0.059,1,113,1,1,218,137,1.591,52,71.9,5.72,0.07,2401,0.356,0.231,3,0.0,1.6e-05,0
acc_2517,7,0.096,1,79,0,1,208,74,2.811,42,13.09,0.0,1.18,626,0.0629,0.215,5,0.0,1.4e-05,0
acc_2518,8,0.015,1,37,0,1,62,322,0.193,36,100.04,3.19,1.01,2703,1.0,0.236,5,0.0,0.000339,0
acc_2519,13,0.125,1,118,0,1,178,149,1.195,43,9.5,2.43,1.17,1449,0.067,0.23,4,0.0,4.4e-05,0
acc_2520,13,0.127,1,118,1,0,86,22,3.909,60,0.12,11.12,0.04,2236,0.1307,0.136,4,0.1667,5.4e-05,0
acc_2521,8,0.094,1,140,1,0,78,439,0.178,46,5.52,10.95,2.38,2195,0.2112,0.221,5,0.0,0.000175,0
acc_2522,14,0.138,1,82,0,1,831,164,5.067,47,1.05,2.87,3.83,2870,0.0047,0.086,10,0.0,0.000314,0
acc_2523,12,0.017,1,148,1,0,1810,258,7.016,58,52.21,0.57,4.69,1326,0.0292,0.176,3,0.0,3.4e-05,0
acc_2524,4,0.131,1,65,0,0,115,1083,0.106,40,77.16,6.37,5.3,1758,0.7264,0.161,4,0.0,5.3e-05,0
acc_2525,5,0.075,1,38,1,0,315,231,1.364,42,56.76,13.94,12.13,2401,0.2244,0.152,5,0.0,0.001089,0
acc_2526,6,0.063,1,62,1,1,549,258,2.128,30,61.22,11.68,1.1,2899,0.1328,0.208,4,0.0,1.8e-05,0
acc_2527,10,0.491,1,2,0,1,39,942,0.041,1,1.32,0.67,0.2,154,0.0511,0.829,12,0.0,0.000218,1
acc_2528,19,0.675,0,6,0,1,11,735,0.015,0,1.65,0.21,0.26,156,0.1687,0.451,12,0.0,0.000484,1
acc_2529,8,0.161,1,21,0,0,570,297,1.919,43,127.68,14.09,11.87,2888,0.2487,0.275,5,0.0,5.1e-05,0
acc_2530,13,0.162,1,86,0,1,40,107,0.374,45,6.22,0.7,1.84,1984,0.1731,0.27,7,0.0,6.6e-05,0
acc_2531,14,0.128,1,78,0,0,155,98,1.582,40,51.44,0.01,6.22,2986,0.3319,0.291,5,0.1,4.5e-05,0
acc_2532,18,0.376,0,5,0,1,31,1414,0.022,3,1.6,0.14,0.01,8,0.0561,0.503,9,0.0,0.000154,1
acc_2533,12,0.078,1,57,0,0,64,169,0.379,46,72.71,1.44,4.13,998,1.0,0.201,4,0.0,2.6e-05,0
acc_2534,16,0.377,0,6,0,1,125,3340,0.037,0,1.17,0.17,0.24,130,0.0107,0.56,8,0.0,0.000102,1
acc_2535,14,0.135,1,73,1,0,82,185,0.443,44,1.94,4.68,0.96,359,0.0806,0.247,4,0.0,4.9e-05,0
acc_2536,17,0.398,0,12,1,0,47,1142,0.041,4,1.85,0.25,1.47,98,0.0447,0.895,13,0.0,0.000377,1
acc_2537,7,0.053,1,110,1,1,203,100,2.03,44,13.94,1.49,7.59,2314,0.076,0.132,4,0.1667,1.9e-05,0
acc_2538,11,0.384,0,13,0,0,90,1502,0.06,1,2.74,0.02,0.05,116,0.0306,0.862,12,0.0,0.000156,1
acc_2539,11,0.083,1,149,0,0,753,315,2.39,42,51.39,8.17,10.0,2906,0.0791,0.323,3,0.0,4e-05,0
acc_2540,9,0.08,1,28,0,0,205,1414,0.145,45,72.16,0.63,2.75,1251,0.3551,0.173,5,0.0,6.4e-05,0
acc_2541,4,0.039,1,37,1,0,191,114,1.675,48,70.17,1.34,1.36,2973,0.3744,0.254,5,0.0,0.000102,0
acc_2542,19,0.574,0,9,0,0,129,1472,0.088,4,10.39,0.57,1.83,53,0.085,0.52,6,0.0667,7.2e-05,1
acc_2543,10,0.189,1,53,1,1,75,44,1.705,42,30.2,14.6,2.96,734,0.5972,0.243,4,0.0,2.6e-05,0
acc_2544,15,0.776,1,9,0,1,47,257,0.183,2,0.26,1.85,0.04,19,0.045,0.436,17,0.0,0.000397,1
acc_2545,9,0.343,0,3,0,1,184,376,0.489,4,0.74,0.57,0.13,198,0.0071,0.425,13,0.0,0.001429,1
acc_2546,14,0.581,1,13,0,1,123,519,0.237,1,6.22,0.03,0.74,72,0.0508,0.861,9,0.0278,9.9e-05,1
acc_2547,9,0.187,1,51,0,0,56,68,0.824,42,48.87,7.46,2.01,217,1.0,0.086,3,0.0,5e-05,0
acc_2548,4,0.04,1,37,1,0,133,347,0.383,53,45.98,0.59,0.58,1524,0.3502,0.12,3,0.0,1.1e-05,0
acc_2549,4,0.044,1,75,1,1,211,523,0.403,51,1.02,11.88,5.92,615,0.0611,0.297,4,0.0,3.4e-05,0
acc_2550,14,0.141,1,13,0,0,2868,250,11.472,41,14.61,4.77,13.39,2879,0.0068,0.065,5,0.0,7.5e-05,0
acc_2551,11,0.154,1,91,0,0,608,71,8.563,45,11.77,2.96,16.66,1106,0.0242,0.212,3,0.0,1.4e-05,0
acc_2552,13,0.549,0,7,0,1,73,1100,0.066,2,1.89,0.17,1.61,136,0.0283,0.506,10,0.0,0.000459,1
acc_2553,16,0.364,1,2,0,1,109,870,0.125,2,2.84,0.33,0.91,105,0.0291,0.58,8,0.0,0.000482,1
acc_2554,12,0.184,1,79,1,1,277,69,4.014,50,60.39,2.53,2.07,2463,0.2271,0.324,3,0.0,5.8e-05,0
acc_2555,12,0.017,1,112,1,1,777,76,10.224,51,0.61,3.48,4.67,2867,0.0053,0.211,4,0.0,4.1e-05,0
acc_2556,5,0.131,0,42,0,0,142,45,3.156,46,11.32,1.87,0.66,2239,0.0929,0.219,3,0.0,1.4e-05,0
acc_2557,7,0.162,1,146,1,0,67,145,0.462,48,24.28,4.16,0.57,2570,0.4244,0.24,3,0.0,5e-06,0
acc_2558,14,0.077,1,45,1,0,121,104,1.163,43,36.62,21.81,6.69,911,0.4829,0.244,3,0.0,7.3e-05,0
acc_2559,5,0.077,1,140,0,1,245,36,6.806,51,15.35,6.77,1.69,570,0.0903,0.131,4,0.0,8.7e-05,0
acc_2560,11,0.056,1,57,0,0,110,113,0.973,54,34.18,3.73,1.52,2959,0.3446,0.104,4,0.0,0.000746,0
acc_2561,10,0.08,1,126,0,0,264,29,9.103,46,30.43,2.43,2.21,296,0.1245,0.195,5,0.0,2.7e-05,0
acc_2562,7,0.094,1,129,0,0,239,21,11.381,45,4.61,0.35,1.54,561,0.0207,0.09,5,0.0,0.000639,0
acc_2563,13,0.196,1,87,1,0,1091,34,32.088,46,110.37,3.38,6.23,2493,0.1043,0.192,4,0.1667,2.4e-05,0
acc_2564,13,0.18,1,77,1,0,91,207,0.44,54,5.79,0.09,1.48,2742,0.0646,0.319,6,0.0,9.3e-05,0
acc_2565,17,0.787,1,3,0,1,81,272,0.298,5,6.68,0.04,0.09,135,0.083,0.464,14,0.0,0.000545,1
acc_2566,13,0.391,0,3,0,1,5,2283,0.002,0,1.93,0.09,0.88,99,0.4033,0.707,9,0.0,9.7e-05,1
acc_2567,10,0.009,1,135,0,1,262,118,2.22,44,43.77,2.65,6.39,837,0.1772,0.312,4,0.0,2.5e-05,0
acc_2568,10,0.153,1,111,0,0,40,65,0.615,28,3.62,2.01,10.22,871,0.1406,0.088,5,0.0,2.3e-05,0
acc_2569,11,0.527,1,13,0,0,78,473,0.165,2,0.18,0.11,0.26,184,0.0037,0.62,9,0.0,9.3e-05,1
acc_2570,10,0.153,1,118,1,0,356,6,59.333,41,43.54,1.3,2.94,874,0.1259,0.202,5,0.0,1.6e-05,0
acc_2571,8,0.098,1,79,1,0,897,200,4.485,37,15.58,1.48,12.89,1450,0.019,0.13,3,0.0,2.8e-05,0
acc_2572,4,0.116,1,42,0,0,595,296,2.01,61,6.05,9.07,6.64,2099,0.0254,0.144,4,0.0,1.9e-05,0
acc_2573,7,0.12,1,34,0,0,425,18,23.611,57,32.7,0.46,0.25,1895,0.078,0.297,6,0.0,0.000112,0
acc_2574,12,0.115,1,119,0,0,237,197,1.203,43,15.46,5.03,7.06,1702,0.0865,0.165,4,0.0,1.1e-05,0
acc_2575,13,0.123,1,36,0,0,426,266,1.602,38,2.97,2.72,1.39,2301,0.0134,0.28,4,0.0,1.1e-05,0
acc_2576,7,0.166,1,114,0,0,710,95,7.474,51,38.22,16.67,1.52,851,0.0773,0.211,3,0.3333,3.2e-05,0
acc_2577,6,0.07,1,127,0,0,336,1308,0.257,42,63.88,7.3,3.89,2633,0.2119,0.081,5,0.0,7.8e-05,0
acc_2578,13,0.146,1,62,0,1,131,271,0.483,45,153.4,0.13,1.87,263,1.0,0.217,3,0.0,4.9e-05,0
acc_2579,12,0.066,0,113,1,0,190,244,0.779,47,14.83,1.74,1.9,1140,0.0872,0.318,3,0.0,9.2e-05,0
acc_2580,5,0.126,1,20,1,1,1235,796,1.552,50,78.64,0.17,3.07,2382,0.0638,0.154,4,0.0,5e-05,0
acc_2581,4,0.008,1,132,1,1,200,107,1.869,55,192.95,1.19,4.03,1148,0.9707,0.265,3,0.0,8e-06,0
acc_2582,9,0.051,1,40,0,0,699,178,3.927,52,24.13,2.2,10.1,2880,0.0377,0.287,5,0.0,0.000106,0
acc_2583,12,0.14,1,53,0,0,102,72,1.417,41,11.39,4.66,0.81,2862,0.1574,0.153,5,0.0,5.4e-05,0
acc_2584,12,0.15,1,70,1,1,197,88,2.239,52,11.46,5.77,1.91,1025,0.0875,0.139,3,0.0,8.4e-05,0
acc_2585,11,0.021,1,84,0,1,61,257,0.237,35,85.42,1.7,0.27,2934,1.0,0.295,3,0.0,5.4e-05,0
acc_2586,6,0.07,1,70,0,1,92,965,0.095,48,20.38,2.0,1.2,2811,0.2432,0.104,3,0.0,1.2e-05,0
acc_2587,15,0.553,0,8,0,0,13,213,0.061,0,0.7,0.77,0.49,156,0.1134,0.522,14,0.011,0.000541,1
acc_2588,7,0.198,1,62,1,1,515,61,8.443,49,23.12,7.15,2.22,1758,0.0588,0.174,5,0.0,0.000146,0
acc_2589,12,0.172,1,113,1,1,444,107,4.15,33,22.75,1.53,5.25,1766,0.0547,0.305,4,0.0,8.8e-05,0
acc_2590,16,0.507,1,9,0,0,70,2241,0.031,1,0.18,0.08,0.21,65,0.0037,0.529,11,0.0,0.000355,1
acc_2591,13,0.553,0,6,0,1,54,781,0.069,2,1.69,0.07,0.25,53,0.0326,0.606,9,0.0,0.000146,1
acc_2592,6,0.123,1,44,1,0,11,413,0.027,46,4.47,3.01,0.22,274,0.6803,0.223,4,0.1667,9.2e-05,0
acc_2593,11,0.175,1,96,0,0,261,625,0.418,51,20.1,12.87,4.48,1678,0.1263,0.246,3,0.3333,5.4e-05,0
acc_2594,16,0.328,0,6,0,1,7,1402,0.005,2,1.44,0.11,0.28,42,0.2221,0.469,8,0.0,0.00011,1
acc_2595,11,0.15,1,93,0,0,194,82,2.366,47,21.27,10.07,4.27,2553,0.1615,0.096,8,0.0,9.9e-05,0
acc_2596,7,0.088,1,132,1,1,120,120,1.0,41,54.01,5.09,2.07,1958,0.4924,0.187,3,0.0,4e-06,0
acc_2597,8,0.142,1,140,1,1,26,369,0.07,39,152.81,3.82,1.74,1115,1.0,0.282,4,0.0,6.8e-05,0
acc_2598,13,0.166,1,91,1,0,56,42,1.333,48,1.07,1.52,5.24,525,0.0462,0.24,4,0.0,5.6e-05,0
acc_2599,6,0.094,1,88,0,1,467,62,7.532,50,59.56,2.32,7.02,1425,0.1325,0.343,4,0.0,2.7e-05,0
acc_2600,5,0.193,1,19,0,0,548,176,3.114,43,4.98,1.43,6.63,2194,0.0117,0.186,4,0.0,6e-06,0
acc_2601,5,0.184,1,115,1,1,272,474,0.574,39,2.46,7.65,3.15,914,0.0372,0.09,5,0.0,9.1e-05,0
acc_2602,11,0.68,0,10,0,1,14,219,0.064,3,2.1,0.41,0.4,32,0.1796,0.575,13,0.0256,0.000577,1
acc_2603,6,0.019,1,20,0,1,104,15,6.933,42,13.24,0.32,0.11,2581,0.1304,0.1,6,0.0,0.000232,0
acc_2604,9,0.131,1,90,0,1,792,1854,0.427,46,50.8,4.41,9.46,1269,0.0697,0.203,6,0.0,0.000126,0
acc_2605,12,0.318,0,5,1,1,81,805,0.101,0,1.54,0.12,0.01,74,0.0205,0.79,10,0.0,0.000367,1
acc_2606,6,0.142,1,142,0,1,47,130,0.362,37,59.83,4.33,0.32,1718,1.0,0.158,5,0.0,0.000529,0
acc_2607,5,0.056,1,144,0,1,477,533,0.895,54,7.46,4.78,0.63,1763,0.0257,0.326,4,0.0,1.5e-05,0
acc_2608,9,0.154,0,83,0,1,36,150,0.24,50,25.91,1.29,2.65,1255,0.7556,0.093,6,0.0,6.4e-05,0
acc_2609,7,0.053,1,91,0,1,155,479,0.324,36,15.18,2.22,1.66,1558,0.1123,0.071,3,0.0,2.1e-05,0
acc_2610,18,0.366,1,13,1,1,1,560,0.002,3,0.05,0.26,0.9,145,0.3097,0.823,12,0.0,0.000386,1
acc_2611,14,0.618,1,8,0,1,37,2630,0.014,1,0.36,0.13,0.15,58,0.0133,0.593,14,0.011,0.000235,1
acc_2612,10,0.087,1,101,1,1,84,131,0.641,49,64.36,0.63,3.11,1502,0.7738,0.083,4,0.0,1.4e-05,0
acc_2613,7,0.113,1,21,0,0,738,22,33.545,38,13.75,19.48,5.78,474,0.045,0.256,3,0.0,1.7e-05,0
acc_2614,14,0.014,1,117,1,0,274,979,0.28,38,43.74,4.98,2.27,1945,0.1778,0.244,4,0.0,0.00012,0
acc_2615,12,0.018,1,67,0,0,170,12,14.167,38,15.7,6.35,3.56,1701,0.1297,0.221,5,0.0,0.000135,0
acc_2616,11,0.024,1,72,1,0,459,102,4.5,45,23.85,0.76,2.96,1336,0.0536,0.182,3,0.0,1.8e-05,0
acc_2617,13,0.143,1,71,0,1,466,169,2.757,45,6.85,9.37,1.29,538,0.0348,0.249,4,0.0,0.000111,0
acc_2618,9,0.197,1,23,0,0,409,174,2.351,39,23.48,2.87,0.93,307,0.0644,0.196,4,0.0,1.4e-05,0
acc_2619,6,0.101,1,108,0,0,735,68,10.809,57,0.53,6.92,1.47,364,0.0101,0.22,3,0.0,1e-05,0
acc_2620,6,0.049,1,22,0,0,73,43,1.698,40,15.32,2.55,2.41,2422,0.2448,0.284,4,0.0,0.000137,0
acc_2621,16,0.593,0,4,1,1,35,572,0.061,4,0.49,1.37,0.58,191,0.0531,0.821,18,0.0,0.001797,1
acc_2622,12,0.192,1,133,0,1,547,329,1.663,49,5.7,6.2,2.46,1984,0.0218,0.163,4,0.0,0.000145,0
acc_2623,10,0.032,1,73,1,1,270,63,4.286,40,4.98,0.44,1.85,266,0.0201,0.299,4,0.0,8.9e-05,0
acc_2624,18,0.315,0,10,0,1,4,1276,0.003,0,0.65,0.03,0.38,27,0.1702,0.659,9,0.0,9.5e-05,1
acc_2625,9,0.667,1,3,0,1,8,2607,0.003,1,1.46,0.04,0.45,29,0.1875,0.413,16,0.0,0.00098,1
acc_2626,7,0.178,1,83,0,0,273,123,2.22,39,13.03,2.6,6.67,1994,0.0572,0.17,5,0.0,9.2e-05,0
acc_2627,8,0.099,1,124,0,1,772,169,4.568,44,1.75,1.4,3.1,2555,0.0041,0.065,3,0.0,9e-05,0
acc_2628,14,0.54,0,0,0,1,7,370,0.019,0,0.01,0.33,0.16,59,0.0484,0.618,14,0.0,0.000972,1
acc_2629,5,0.16,1,142,0,1,707,57,12.404,43,33.44,5.86,1.79,840,0.0556,0.292,4,0.0,8e-06,0
acc_2630,12,0.762,1,10,0,1,10,820,0.012,2,4.74,0.13,1.19,167,0.4868,0.545,18,0.0,0.00244,1
acc_2631,9,0.187,1,91,0,0,1222,81,15.086,33,24.77,1.48,4.23,595,0.0215,0.248,3,0.0,4.1e-05,0
acc_2632,7,0.101,1,112,0,0,227,36,6.306,37,8.02,1.7,1.96,2709,0.0428,0.057,3,0.0,8e-06,0
acc_2633,4,0.083,1,103,0,1,156,64,2.438,32,31.79,3.05,5.81,910,0.2233,0.329,3,0.0,6e-06,0
acc_2634,4,0.125,1,86,1,0,176,87,2.023,39,13.88,2.08,8.53,907,0.0906,0.167,3,0.0,1.1e-05,0
acc_2635,10,0.109,1,126,1,0,402,239,1.682,37,38.99,14.72,1.42,1310,0.1336,0.311,3,0.0,2e-05,0
acc_2636,10,0.646,0,10,0,1,53,322,0.165,1,1.53,0.11,0.7,98,0.0309,0.755,13,0.0,0.000353,1
acc_2637,8,0.039,1,76,1,1,82,82,1.0,52,63.52,2.29,1.83,1965,0.8026,0.164,4,0.0,5e-05,0
acc_2638,15,0.623,1,10,0,1,33,824,0.04,2,2.49,0.2,0.27,167,0.0815,0.551,12,0.0303,0.000233,1
acc_2639,7,0.196,1,140,0,1,156,196,0.796,48,3.76,5.14,0.51,2240,0.057,0.276,4,0.0,5.3e-05,0
acc_2640,10,0.124,1,135,0,1,74,884,0.084,54,10.76,0.59,1.44,1658,0.1533,0.098,4,0.0,7.4e-05,0
acc_2641,17,0.626,0,8,1,1,34,399,0.085,2,2.46,0.48,0.12,199,0.0865,0.851,9,0.0278,0.00025,1
acc_2642,5,0.05,1,104,0,0,25,286,0.087,47,70.15,1.17,0.77,232,1.0,0.104,4,0.0,5.7e-05,0
acc_2643,4,0.021,1,16,0,0,141,136,1.037,46,9.38,0.7,4.31,2907,0.0715,0.114,3,0.0,4e-06,0
acc_2644,10,0.017,1,76,1,1,5138,46,111.696,41,34.22,7.39,5.36,523,0.0081,0.297,6,0.0,0.000114,0
acc_2645,16,0.786,0,14,0,1,6,426,0.014,4,2.87,0.21,0.02,102,0.512,0.63,11,0.0182,0.000291,1
acc_2646,16,0.473,1,2,0,1,4,3427,0.001,1,0.87,0.0,0.09,152,0.2199,0.728,11,0.0,0.000317,1
acc_2647,8,0.026,1,39,0,0,92,214,0.43,53,84.2,4.11,1.01,638,0.9599,0.295,10,0.0,0.000148,0
acc_2648,18,0.708,1,1,0,0,13,434,0.03,5,0.37,0.06,0.34,109,0.0329,0.609,10,0.0,0.000233,1
acc_2649,14,0.058,1,125,1,0,23,301,0.076,50,0.0,7.48,0.76,2207,0.3253,0.116,3,0.0,5e-06,0
acc_2650,9,0.038,1,134,0,1,163,42,3.881,57,27.99,3.4,4.32,2550,0.1926,0.079,3,0.0,2.6e-05,0
acc_2651,16,0.672,1,8,0,0,166,1591,0.104,0,2.76,0.13,0.69,39,0.0174,0.712,9,0.0,0.000155,1
acc_2652,7,0.132,1,70,0,0,361,38,9.5,40,23.96,0.05,1.43,2759,0.0665,0.315,5,0.0,0.000284,0
acc_2653,17,0.764,0,9,0,0,324,554,0.585,3,0.54,0.34,0.89,188,0.0027,0.662,10,0.0222,0.000633,1
acc_2654,11,0.031,0,98,0,0,20,82,0.244,47,14.27,4.67,0.99,2691,0.9468,0.216,4,0.0,2.5e-05,0
acc_2655,6,0.058,1,101,1,0,116,360,0.322,58,15.26,2.17,1.28,1785,0.1503,0.328,3,0.0,2.2e-05,0
acc_2656,9,0.064,1,76,0,1,150,93,1.613,36,3.5,1.18,1.8,2281,0.0312,0.21,6,0.0,9.1e-05,0
acc_2657,13,0.069,1,48,1,0,547,164,3.335,43,16.68,3.16,0.25,2951,0.0363,0.179,4,0.0,0.00017,0
acc_2658,7,0.013,1,149,1,0,414,72,5.75,47,14.22,0.44,6.44,2735,0.0354,0.272,4,0.0,1e-05,0
acc_2659,5,0.117,1,43,0,1,197,380,0.518,46,35.56,5.25,0.79,430,0.2072,0.174,5,0.0,6.3e-05,0
